"response","fixed1","fixed2","random","Age.filter","best.model","significant","p.value","sample.size","Rsq.R2m","Rsq.R2c","delta.aic"
"NPP","Aridity","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,3.197e-08,95,0.5175,0.8061,1.086
"BNPP_root","Aridity","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,2.956e-09,108,0.4764,0.792,2.148
"BNPP_root_fine","Aridity","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.003934,93,0.2194,0.393,2.454
"GPP","Aridity","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,5.706e-08,303,0.4015,0.9112,1.509
"NPP","Aridity","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.571e-07,95,0.4903,0.8167,4.313
"BNPP_root","Aridity","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,7.018e-07,108,0.3669,0.8168,2.162
"BNPP_root_fine","Aridity","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.02579,93,0.1492,0.4147,2.148
"GPP","Aridity","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.962e-10,303,0.4913,0.9063,2.124
"NPP","Aridity","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,8.26e-08,95,0.5184,0.7965,2.456
"BNPP_root","Aridity","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,3.313e-05,108,0.3031,0.777,2.311
"BNPP_root_fine","Aridity","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.02139,93,0.1593,0.3924,1.726
"GPP","Aridity","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.502e-11,303,0.4658,0.9042,1.926
"NPP","Aridity","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,4.038e-07,95,0.4687,0.8115,2.045
"BNPP_root","Aridity","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,7.776e-06,108,0.3364,0.8078,2.278
"BNPP_root_fine","Aridity","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.int",FALSE,0.05052,93,0.1389,0.3803,0.768
"GPP","PotentialEvapotranspiration","mat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.523e-14,279,0.68,0.9,1.633
"NPP","PotentialEvapotranspiration","mat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,8.393e-09,82,0.6001,0.8377,2.452
"BNPP_root","PotentialEvapotranspiration","mat","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.296e-06,90,0.4324,0.768,4.667
"BNPP_root_fine","PotentialEvapotranspiration","mat","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.002367,81,0.2198,0.2834,1.7
"GPP","PotentialEvapotranspiration","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.562e-11,279,0.5231,0.914,3.578
"NPP","PotentialEvapotranspiration","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.34e-07,81,0.4752,0.8462,6.378
"BNPP_root","PotentialEvapotranspiration","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,9.662e-08,93,0.4552,0.7796,7.951
"BNPP_root_fine","PotentialEvapotranspiration","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.002652,80,0.2196,0.2859,1.646
"GPP","PotentialEvapotranspiration","lat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,6.81e-12,303,0.5181,0.8976,1.66
"NPP","PotentialEvapotranspiration","lat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,3.124e-08,95,0.499,0.8205,2.176
"BNPP_root","PotentialEvapotranspiration","lat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.691e-08,108,0.4479,0.7716,2.181
"BNPP_root_fine","PotentialEvapotranspiration","lat","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.004811,93,0.1475,0.3663,0.5506
"GPP","PotentialEvapotranspiration","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,7.898e-14,303,0.5743,0.8981,0.9864
"NPP","PotentialEvapotranspiration","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.089e-08,95,0.5503,0.8113,2.424
"BNPP_root","PotentialEvapotranspiration","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,5.703e-08,108,0.4602,0.7893,1.615
"BNPP_root_fine","PotentialEvapotranspiration","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.004811,93,0.1475,0.3663,0.2234
"GPP","PotentialEvapotranspiration","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,5.623e-14,303,0.5944,0.8975,0.5801
"NPP","PotentialEvapotranspiration","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,6.536e-09,95,0.5573,0.8255,1.584
"BNPP_root","PotentialEvapotranspiration","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.051e-08,108,0.485,0.7851,0.3197
"BNPP_root_fine","PotentialEvapotranspiration","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.004811,93,0.1475,0.3663,0.5506
"GPP","PotentialEvapotranspiration","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,3.042e-14,303,0.6083,0.8997,1.831
"NPP","PotentialEvapotranspiration","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.003e-09,95,0.6018,0.8253,2.047
"BNPP_root","PotentialEvapotranspiration","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.193e-08,108,0.4754,0.7958,0.961
"BNPP_root_fine","PotentialEvapotranspiration","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.004811,93,0.1475,0.3663,0.5506
"GPP","PotentialEvapotranspiration","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.255e-09,303,0.5205,0.9047,0.6659
"NPP","PotentialEvapotranspiration","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.657e-07,95,0.514,0.7777,1.314
"BNPP_root","PotentialEvapotranspiration","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.812e-07,108,0.414,0.7675,6.761
"BNPP_root_fine","PotentialEvapotranspiration","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.004811,93,0.1475,0.3663,0.5506
"GPP","PotentialEvapotranspiration","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,5.084e-09,303,0.5018,0.9046,2.539
"NPP","PotentialEvapotranspiration","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,2.178e-07,95,0.4647,0.8315,0.661
"BNPP_root","PotentialEvapotranspiration","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,2.244e-08,108,0.4665,0.7841,1.703
"BNPP_root_fine","PotentialEvapotranspiration","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.004811,93,0.1475,0.3663,0.5506
"GPP","PotentialEvapotranspiration","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,6.09e-10,303,0.4347,0.9057,1.991
"NPP","PotentialEvapotranspiration","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,2.54e-08,95,0.5259,0.8235,0.0388
"BNPP_root","PotentialEvapotranspiration","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.812e-07,108,0.414,0.7675,2.786
"BNPP_root_fine","PotentialEvapotranspiration","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.004811,93,0.1475,0.3663,0.5045
"GPP","PotentialEvapotranspiration","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.834e-13,303,0.5581,0.8943,1.091
"NPP","PotentialEvapotranspiration","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,9.625e-09,95,0.5374,0.8106,2.443
"BNPP_root","PotentialEvapotranspiration","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.387e-09,108,0.4939,0.7974,2.152
"BNPP_root_fine","PotentialEvapotranspiration","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.003664,93,0.2196,0.3823,0.1527
"GPP","PotentialEvapotranspiration","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,8.501e-09,303,0.4162,0.9056,6.546
"NPP","PotentialEvapotranspiration","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,2.463e-07,95,0.4398,0.8227,6.427
"BNPP_root","PotentialEvapotranspiration","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.812e-07,108,0.414,0.7675,2.785
"BNPP_root_fine","PotentialEvapotranspiration","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.004811,93,0.1475,0.3663,0.5506
"GPP","PotentialEvapotranspiration","Aridity","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.962e-10,303,0.4913,0.9063,0.63
"NPP","PotentialEvapotranspiration","Aridity","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,2.423e-07,95,0.4867,0.7756,0.4356
"BNPP_root","PotentialEvapotranspiration","Aridity","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.812e-07,108,0.414,0.7675,6.972
"BNPP_root_fine","PotentialEvapotranspiration","Aridity","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.004811,93,0.1475,0.3663,0.5506
"GPP","PotentialEvapotranspiration","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,8.501e-09,303,0.4162,0.9056,2.326
"NPP","PotentialEvapotranspiration","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,2.463e-07,95,0.4398,0.8227,3.831
"BNPP_root","PotentialEvapotranspiration","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.812e-07,108,0.414,0.7675,1.293
"BNPP_root_fine","PotentialEvapotranspiration","VapourPressureDeficit","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.004811,93,0.1475,0.3663,0.5506
"GPP","VapourPressureDeficit","mat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,3.992e-15,279,0.6923,0.8996,2.751
"NPP","VapourPressureDeficit","mat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,9.266e-09,82,0.6034,0.8324,2.11
"BNPP_root","VapourPressureDeficit","mat","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,1.288e-06,90,0.3904,0.7941,1.187
"BNPP_root_fine","VapourPressureDeficit","mat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.004132,81,0.2538,0.3076,0.07309
"GPP","VapourPressureDeficit","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.897e-10,279,0.5104,0.9166,1.746
"NPP","VapourPressureDeficit","map","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,4.865e-06,81,0.4056,0.8742,0.9974
"BNPP_root","VapourPressureDeficit","map","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,2.268e-08,93,0.4348,0.8163,4.716
"BNPP_root_fine","VapourPressureDeficit","map","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.007694,80,0.1842,0.3076,1.278
"GPP","VapourPressureDeficit","lat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,8.546e-12,303,0.5384,0.9014,1.48
"NPP","VapourPressureDeficit","lat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,3.629e-08,95,0.5001,0.8238,2.313
"BNPP_root","VapourPressureDeficit","lat","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,3.681e-09,108,0.4674,0.7761,2.042
"BNPP_root_fine","VapourPressureDeficit","lat","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.005291,93,0.1993,0.3661,1.434
"GPP","VapourPressureDeficit","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,4.966e-14,303,0.5938,0.9007,1.554
"NPP","VapourPressureDeficit","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.274e-08,95,0.553,0.8112,1.448
"BNPP_root","VapourPressureDeficit","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,3.756e-09,108,0.4828,0.7864,3.652
"BNPP_root_fine","VapourPressureDeficit","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.003381,93,0.2226,0.3726,0.8907
"GPP","VapourPressureDeficit","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,8.111e-14,303,0.5866,0.8982,1.245
"NPP","VapourPressureDeficit","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,7.279e-09,95,0.5565,0.8257,0.2618
"BNPP_root","VapourPressureDeficit","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,7.246e-10,108,0.5082,0.7957,7.146
"BNPP_root_fine","VapourPressureDeficit","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.01227,93,0.1587,0.3502,0.5867
"GPP","VapourPressureDeficit","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.297e-14,303,0.5928,0.893,2.11
"NPP","VapourPressureDeficit","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,9.936e-10,95,0.5992,0.8233,1.574
"BNPP_root","VapourPressureDeficit","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.463e-09,108,0.4947,0.8034,5.656
"BNPP_root_fine","VapourPressureDeficit","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.00897,93,0.1958,0.3467,0.2285
"GPP","VapourPressureDeficit","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,2.393e-10,303,0.4823,0.8999,0.4598
"NPP","VapourPressureDeficit","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,5.345e-07,95,0.4632,0.7854,1.414
"BNPP_root","VapourPressureDeficit","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,1.352e-08,108,0.4026,0.8057,2.561
"BNPP_root_fine","VapourPressureDeficit","AnnualPre","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.01227,93,0.1587,0.3502,1.167
"GPP","VapourPressureDeficit","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.586e-08,303,0.4838,0.9055,1.278
"NPP","VapourPressureDeficit","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.49e-07,95,0.4825,0.8393,0.3976
"BNPP_root","VapourPressureDeficit","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.147e-09,108,0.4878,0.7968,4.841
"BNPP_root_fine","VapourPressureDeficit","AnnualPET","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.01227,93,0.1587,0.3502,1.167
"GPP","VapourPressureDeficit","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.073e-07,303,0.3332,0.9078,1.287
"NPP","VapourPressureDeficit","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,8.572e-08,95,0.4918,0.8227,2.773
"BNPP_root","VapourPressureDeficit","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,1.352e-08,108,0.4026,0.8057,0.7759
"BNPP_root_fine","VapourPressureDeficit","AnnualWetDays","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.01227,93,0.1587,0.3502,1.167
"GPP","VapourPressureDeficit","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,5.032e-13,303,0.5694,0.8988,1.322
"NPP","VapourPressureDeficit","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,2.234e-08,95,0.5294,0.8103,1.831
"BNPP_root","VapourPressureDeficit","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,5.201e-10,108,0.5,0.79,2.288
"BNPP_root_fine","VapourPressureDeficit","VapourPressure","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,0.002725,93,0.2234,0.3911,0.2346
"GPP","VapourPressureDeficit","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.414e-07,303,0.3857,0.9078,2.691
"NPP","VapourPressureDeficit","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,4.766e-06,95,0.399,0.8334,0.01215
"BNPP_root","VapourPressureDeficit","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,5.039e-09,108,0.4655,0.7945,3.027
"BNPP_root_fine","VapourPressureDeficit","SolarRadiation","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.01227,93,0.1587,0.3502,1.167
"GPP","VapourPressureDeficit","Aridity","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,1.502e-11,303,0.4658,0.9042,2.124
"NPP","VapourPressureDeficit","Aridity","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,9.21e-07,95,0.4514,0.7944,0.2581
"BNPP_root","VapourPressureDeficit","Aridity","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,2.071e-08,108,0.4263,0.8074,0.0106
"BNPP_root_fine","VapourPressureDeficit","Aridity","geographic.area/plot.name","age.greater.than.100","mod.s.int",TRUE,0.01227,93,0.1587,0.3502,1.167
"GPP","VapourPressureDeficit","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,4.873e-08,303,0.4252,0.9068,0.6865
"NPP","VapourPressureDeficit","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.05e-06,95,0.4578,0.8303,1.231
"BNPP_root","VapourPressureDeficit","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,1.289e-09,108,0.5014,0.7943,5.924
"BNPP_root_fine","VapourPressureDeficit","PotentialEvapotranspiration","geographic.area/plot.name","age.greater.than.100","mod.d.int",TRUE,0.005926,93,0.2186,0.3689,0.37
"ANPP_1","mat","map","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,7.737e-13,114,0.4917,0.8796,1.52
"ANPP_foliage","mat","map","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,4.937e-14,91,0.6209,0.8707,0.6668
"ANPP_1","mat","lat","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,7.846e-13,117,0.4863,0.8759,0.113
"ANPP_foliage","mat","lat","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,2.322e-14,92,0.6207,0.8691,0.6354
"ANPP_1","mat","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.int",TRUE,7.25e-13,117,0.508,0.8859,0.116
"ANPP_foliage","mat","AnnualMeanTemp","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,2.322e-14,92,0.6207,0.8691,0.6354
"ANPP_1","mat","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,7.846e-13,117,0.4863,0.8759,1.779
"ANPP_foliage","mat","TempSeasonality","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,2.322e-14,92,0.6207,0.8691,0.6354
"ANPP_1","mat","TempRangeAnnual","geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,7.846e-13,117,0.4863,0.8759,1.779
